School_Name,Status of School,County,Lat,Lon,DevicesExpected,DevicesDelivered,DeliveredMonth,Power_Connection,Class one enrollment,,,,,,,,
KAPKEBEN PRI,PUBLIC,NANDI,0.114491,34.922198,967,400,SEPTEMBER,NO,7985,,,,,,,,
NYAFARE PRI SCH,PUBLIC,HOMA BAY,-0.42271,34.723,352,213,JANUARY,KPLC,2244,,,,,,,,
SYOMUKII PRIMARY SCHOOL,PUBLIC,KITUI,-0.55893,38.04985,495,196,MARCH,KPLC,8619,,,,,,,,
SEANIN PRIMARY,PUBLIC,BOMET,-0.61374,35.34218,989,279,AUGUST,Solar,8437,,,,,,,,
MANYULIA PRI,PUBLIC,KAKAMEGA,0.165188068,34.51350477,787,564,MARCH,Solar,7265,,,,,,,,
ANG'ASET PRI,PUBLIC,NAROK,-0.96259,35.05287,284,217,JUNE,Solar,8773,,,,,,,,
MORIJO PRI,PUBLIC,SAMBURU,1.330885,36.629997,41,16,MARCH,KPLC,3627,,,,,,,,
CHEPNGAINA PRI SCH,PUBLIC,BOMET,-0.757198,35.344879,801,292,MARCH,NO,3062,,,,,,,,
KAMWELINE PRY SCH,PUBLIC,MERU,0.440756944,38.00298639,49,39,JANUARY,Solar,9031,,,,,,,,
NDIKWE PRI SCH,PUBLIC,MURANGA,-0.748809444,37.103545,657,338,JULY,KPLC,2661,,,,,,,,
KAPYEMIT PRI,PUBLIC,BARINGO,0.535507,35.662957,132,22,JUNE,KPLC,827,,,,,,,,
MIIRI PRI,PUBLIC,NYERI,-0.481812,37.162921,475,14,MARCH,Solar,8405,,,,,,,,
NYAMSENDA PRIMARY,PUBLIC,SIAYA,0.27695,34.25631,393,277,NOVEMBER,Solar,1312,,,,,,,,
BIASIMUI PRY,PUBLIC,MIGORI,-1.268008,34.694252,192,99,MAY,KPLC,1853,,,,,,,,
ENDELI PRY SCH,PUBLIC,VIHIGA,0.08813,34.7328,595,301,JUNE,KPLC,9311,,,,,,,,
ESHIAMBOKO PRY SCH,PUBLIC,KAKAMEGA,0.28473,34.63515,967,588,FEBRUARY,KPLC,5867,,,,,,,,
SANGO PAG PRI,PUBLIC,BUNGOMA,0.776722,35.032767,926,488,SEPTEMBER,KPLC,33,,,,,,,,
MUNYUINI PRI SCH,PUBLIC,NYANDARUA,-0.347555,36.489268,234,190,AUGUST,KPLC,6839,,,,,,,,
KONGONI PRI SCH,PUBLIC,NAIROBI,-1.309662,36.827137,475,432,JUNE,KPLC,6667,,,,,,,,
TUMPELIAN PRI,PUBLIC,NAROK,-1.13513,34.98078,131,42,MAY,KPLC,7036,,,,,,,,
NYABINGA PRI,PUBLIC,MIGORI,-0.98541,34.4589,7,6,OCTOBER,Solar,8899,,,,,,,,
BULUDI PRY,PUBLIC,KAKAMEGA,0.417217,34.774701,14,2,SEPTEMBER,NO,5418,,,,,,,,
LAKE AMU PRI SCH,PUBLIC,LAMU,-2.44244,40.694209,194,62,FEBRUARY,KPLC,999,,,,,,,,
ORIRE PRI SCH,PUBLIC,HOMA BAY,-0.414,34.62672,902,185,JULY,NO,8045,,,,,,,,
NYAWITA PRI SCH,PUBLIC,SIAYA,-0.06121,34.27923,768,502,MAY,KPLC,1561,,,,,,,,
MANOONI PRI SCH,PUBLIC,MAKUENI,-1.94417,37.45951,300,194,AUGUST,KPLC,1504,,,,,,,,
CHERAMOR PRIMARY SCHOOL,PUBLIC,KERICHO,-0.27125,35.11174,476,425,MAY,NO,2624,,,,,,,,
MANARWA SPECIAL UNIT SCH,PUBLIC,BUNGOMA,0.66136,34.80187,407,320,JUNE,Solar,6630,,,,,,,,
THE MERU PRI SCH,PUBLIC,MERU,0.0526775,37.64433444,928,730,MARCH,Solar,3741,,,,,,,,
KAMASO MILIMANI PRI SCH,PUBLIC,KERICHO,-0.41967,35.14207,370,100,AUGUST,Solar,2021,,,,,,,,
KWANZULA PRI,PUBLIC,MAKUENI,-2.07626,37.93796,3,2,MARCH,NO,9480,,,,,,,,
MBWAJUMWALI PRI SCH,PUBLIC,LAMU,-2.07521,41.13117,133,72,NOVEMBER,NO,7846,,,,,,,,
MURUNGURUNE PRI SCH,PUBLIC,MERU,-0.121861111,37.57079778,904,152,SEPTEMBER,KPLC,5128,,,,,,,,
TUDOR PRI SCH,PUBLIC,MOMBASA,-4.035434,39.655756,395,313,NOVEMBER,Solar,2750,,,,,,,,
NAULI PRY,PUBLIC,KAKAMEGA,0.431856,34.660633,796,353,JULY,NO,5197,,,,,,,,
MOSANDO SDA PRI,PUBLIC,KISII,-0.675378,34.735409,614,139,JANUARY,Solar,1277,,,,,,,,
AMABUKO PRIMARY,PUBLIC,KISII,-0.766851,34.930703,356,259,JANUARY,NO,592,,,,,,,,
KAMWEANI PRIMARY,PUBLIC,MACHAKOS,-1.204867,37.443809,200,55,JUNE,NO,7380,,,,,,,,
EBWIRANYI PRIMARY,PUBLIC,VIHIGA,0.008686,34.565853,869,385,AUGUST,KPLC,983,,,,,,,,
GITHUYA PRI SCH,PUBLIC,KIAMBU,-0.99295,36.912165,341,283,APRIL,NO,9323,,,,,,,,
KOMBOLA PRI SCH,PUBLIC,ISIOLO,0.98822,38.65912,548,227,OCTOBER,Solar,9899,,,,,,,,
TEGAT PRIMARY SCHOOL,PUBLIC,NAKURU,-0.46503,35.6455,599,18,NOVEMBER,Solar,3532,,,,,,,,
ESUMEIYA PRY SCH,PUBLIC,KAKAMEGA,0.3208,34.68061,211,23,JANUARY,Solar,4523,,,,,,,,
NYAPORA PRI,PUBLIC,KAKAMEGA,0.299389825,34.3961975,725,403,SEPTEMBER,NO,9506,,,,,,,,
MKOKONI PRI SCH,PUBLIC,KWALE,-1.96768,41.29551,391,219,OCTOBER,KPLC,3954,,,,,,,,
KICHAKAMKWAJU PRY,PUBLIC,KWALE,-4.615348,39.382839,904,425,MARCH,NO,3428,,,,,,,,
ITONDO PRI SCH,PUBLIC,KERICHO,-0.42856,35.11461,729,285,AUGUST,NO,4445,,,,,,,,
OLOISONKOYO PRY,PUBLIC,NAKURU,-0.66499,36.01241,743,511,MAY,KPLC,3674,,,,,,,,
OGANGO PRI SCH,PUBLIC,HOMA BAY,-0.37527,34.65332,802,14,AUGUST,NO,8290,,,,,,,,
THE GANJONI PRY SCH,PUBLIC,MOMBASA,-4.06181,39.66202,888,270,OCTOBER,Solar,1579,,,,,,,,
IHWA PRI SCH,PUBLIC,NYERI,-0.429836,36.878754,637,607,NOVEMBER,NO,674,,,,,,,,
LELGOI PRI,PUBLIC,NANDI,0.03941,35.068654,434,194,FEBRUARY,Solar,2817,,,,,,,,
MATHEINI AIC PRIMARY SCH,PUBLIC,MACHAKOS,-1.20939,37.32659,348,65,SEPTEMBER,NO,9307,,,,,,,,
LELONGO PRI SCH,PUBLIC,NAROK,-1.016623,36.16103,166,129,SEPTEMBER,Solar,5693,,,,,,,,
USWO PRI,PUBLIC,UASIN GISHU,0.7936,35.48473,397,133,JUNE,KPLC,8755,,,,,,,,
KIKONGOONI PRI,PUBLIC,MAKUENI,-1.76989,37.44881,740,93,MAY,KPLC,9404,,,,,,,,
KIPTAGE PRI SCH,PUBLIC,BOMET,-0.86782,35.18472,865,237,FEBRUARY,Solar,3579,,,,,,,,
ONGICHA PRI,PUBLIC,KISII,-0.560959,34.739037,728,316,APRIL,KPLC,8075,,,,,,,,
SHAURIMOYO PRY SCH,PUBLIC,KISUMU,-0.09454,34.77124,301,297,JULY,NO,8653,,,,,,,,
HOBUNAKA PRI,PUBLIC,VIHIGA,0.023013,34.633017,148,55,JANUARY,Solar,4511,,,,,,,,
RHAMU ARIDZONE PRI SCH,PUBLIC,MANDERA,3.94118,41.23781,700,75,AUGUST,NO,5125,,,,,,,,
KYAINYIA PRIMARY,PUBLIC,KITUI,-1.53162,37.73835,487,483,JANUARY,NO,2291,,,,,,,,
MAHINGA PRI SCH,PUBLIC,NYANDARUA,-0.3983,36.45734,289,231,SEPTEMBER,KPLC,4758,,,,,,,,
BELLA PRI SCH,PUBLIC,MANDERA,3.95263,41.65482,709,160,JULY,KPLC,1781,,,,,,,,
KINGOTI PRIMARY SCH,PUBLIC,MACHAKOS,-1.2279,37.34415,836,520,AUGUST,KPLC,2667,,,,,,,,
SORGET PRI SCH,PUBLIC,KERICHO,-0.07882,35.55256,256,155,AUGUST,KPLC,5409,,,,,,,,
KITUMBA PRIMARY,PUBLIC,VIHIGA,0.020153,34.655724,40,7,JUNE,NO,2474,,,,,,,,
WENDANI PRI,PUBLIC,NYANDARUA,-0.371888055,36.48394222,30,26,APRIL,Solar,2173,,,,,,,,
NDEKEI PRI SCH,PUBLIC,KIAMBU,-0.901406,36.796184,415,291,OCTOBER,Solar,2795,,,,,,,,
KATHANGA PRY,PUBLIC,MERU,0.409186666,38.00445528,105,104,JULY,KPLC,7698,,,,,,,,
LUKUGET PRIMARY SCHOOL,PUBLIC,ELEGEYO MARAKWET,1.08986,35.61945,442,297,NOVEMBER,Solar,7955,,,,,,,,
AISAIK PRI SCH,PUBLIC,BOMET,-0.718958,35.344379,669,403,JANUARY,NO,3393,,,,,,,,
KIJABE PRY SCH,PUBLIC,LAIKIPIA,0.020581,36.782545,224,31,APRIL,NO,4260,,,,,,,,
SINCHOLOL PRI,PUBLIC,WEST POKOT,2.05782,35.1033,615,24,JUNE,NO,5472,,,,,,,,
KATOTOI PRI SCH,PUBLIC,BUSIA,0.714063,34.315317,842,165,JANUARY,Solar,9287,,,,,,,,
MLUNDINYI PRIMARY,PUBLIC,TAITA TAVETA,-3.27165,38.49138,748,674,NOVEMBER,KPLC,3732,,,,,,,,
KAPKOMBE PRI,PUBLIC,BARINGO,0.67298,35.82581,797,287,NOVEMBER,KPLC,5914,,,,,,,,
NYALILBUCH PRI SCH,PUBLIC,KERICHO,-0.22988,35.06924,634,581,JUNE,KPLC,1439,,,,,,,,
SAMITUI PRI,PUBLIC,NANDI,-0.002232,34.979762,244,33,MARCH,Solar,3179,,,,,,,,
KETURWO PRI SCH,PUBLIC,BARINGO,0.662471,35.689018,1,1,OCTOBER,NO,1463,,,,,,,,
KANYAGIA PRI,PUBLIC,NYANDARUA,-0.080603055,36.47298111,85,4,SEPTEMBER,KPLC,2239,,,,,,,,
KIBAAKA PRI SCH,PUBLIC,MURANGA,-0.930712,36.979112,512,472,NOVEMBER,NO,6690,,,,,,,,
KENYERERE PRI,PUBLIC,NYAMIRA,-0.66419,34.92351,342,240,SEPTEMBER,NO,4502,,,,,,,,
AGAI PRI,PUBLIC,KISUMU,-0.39121,35.00739,154,38,MAY,KPLC,6423,,,,,,,,
HAMASANA PRI,PUBLIC,VIHIGA,-0.002655,34.710733,284,142,JULY,Solar,6274,,,,,,,,
MAJI KIBOKO PRI SCH,PUBLIC,MURANGA,-0.919861111,37.23875,330,306,SEPTEMBER,Solar,3371,,,,,,,,
KIANGAI PRI,PUBLIC,MURANGA,-0.766686,36.911385,168,166,APRIL,Solar,3984,,,,,,,,
KAONDU PRIMARY,PUBLIC,KITUI,-1.85493,37.98668,90,7,MARCH,NO,5015,,,,,,,,
OLENGURUONE RC PRY,PUBLIC,NAKURU,-0.62651,35.64946,34,6,MAY,NO,212,,,,,,,,
KIPLABOTWA PRI SCH,PUBLIC,BOMET,-0.90497,35.39531,970,26,JANUARY,KPLC,3438,,,,,,,,
SUKUTEK PRIMARY,PUBLIC,NAKURU,-0.592801,35.599058,637,15,APRIL,NO,7641,,,,,,,,
OBISA PRI SCH,PUBLIC,HOMA BAY,-0.50771,34.75484,24,3,JULY,Solar,7158,,,,,,,,
ST ANNE'S GIRLS' PRI,PUBLIC,KAKAMEGA,0.331018308,34.49557311,633,287,JULY,NO,7188,,,,,,,,
SONGOLIET PRI,PUBLIC,NANDI,0.23825,35.2596,134,40,NOVEMBER,KPLC,384,,,,,,,,
KISIARA PRI,PUBLIC,NAROK,-0.95176,35.02656,215,75,APRIL,KPLC,6454,,,,,,,,
MATURU SPECIAL UNIT,PUBLIC,KAKAMEGA,0.60924,34.86638,195,3,FEBRUARY,Solar,8621,,,,,,,,
KISUENI PRIMARY,PUBLIC,MACHAKOS,-1.59763,37.3539,457,90,AUGUST,NO,5549,,,,,,,,
GATHAGE PRI SCH,PUBLIC,KIAMBU,-0.825871389,36.93355972,911,366,OCTOBER,NO,8353,,,,,,,,
MOLEMUNI PRI,PUBLIC,MAKUENI,-2.58212,38.07408,427,152,JANUARY,Solar,470,,,,,,,,
KASYELIA PRI SCH,PUBLIC,KITUI,-1.91705,38.22606,575,359,JUNE,KPLC,4151,,,,,,,,
THANGATHI PRI SCH,PUBLIC,MURANGA,-0.574762,37.129727,984,722,JUNE,Solar,6741,,,,,,,,
KAHIGA PRI,PUBLIC,NYERI,-0.433193,37.039659,987,180,NOVEMBER,NO,2131,,,,,,,,
ENCHORRO-ESENTEU PRI SCH,PUBLIC,KAJIADO,-1.977387,36.613275,569,427,OCTOBER,Solar,5138,,,,,,,,
KAIRI PRI SCH,PUBLIC,KIAMBU,-0.615506666,37.02884778,910,766,JULY,Solar,4957,,,,,,,,
FLAX PRI,PUBLIC,ELEGEYO MARAKWET,0.37683,35.48251,215,201,FEBRUARY,Solar,9590,,,,,,,,
KAPTWAI PRI,PUBLIC,NANDI,0.132997,34.916211,695,359,APRIL,NO,4294,,,,,,,,
HAMBALE PRI,PUBLIC,VIHIGA,0.082463,34.725126,224,83,NOVEMBER,NO,4771,,,,,,,,
TUMANYA PRI,PUBLIC,MERU,-0.023825833,37.91747361,642,581,MARCH,KPLC,2733,,,,,,,,
TUIGOIN PRI SCH,PUBLIC,TRANS NZOIA,0.942807,35.278271,104,17,NOVEMBER,NO,3290,,,,,,,,
KINGUTHENI PRY,PUBLIC,MAKUENI,-2.19969,37.9964,642,404,SEPTEMBER,KPLC,4226,,,,,,,,
BAR MALEL PRI SCH,PUBLIC,TRANS NZOIA,0.98307,35.17339,814,305,FEBRUARY,KPLC,110,,,,,,,,
KAMREMBO SIWANDHE PRIMARY,PUBLIC,SIAYA,0.163595,34.207599,231,174,JANUARY,Solar,2198,,,,,,,,
THREE IN ONE CHILDREN CENTRE PRI,PUBLIC,NAIROBI,-1.292068,36.859721,910,31,SEPTEMBER,KPLC,3983,,,,,,,,
KAPLEMUR PRI,PUBLIC,NANDI,0.53962,35.08012,579,426,OCTOBER,NO,1856,,,,,,,,
MAGUNGU PRI SCH,PUBLIC,HOMA BAY,-0.54839,34.64191,862,619,JULY,KPLC,4090,,,,,,,,
KOMBE PRY SCH,PUBLIC,HOMA BAY,-0.605473,34.43455,938,384,MARCH,Solar,4467,,,,,,,,
YINTHUNGU PRI,PUBLIC,MAKUENI,-1.95889,37.85839,956,351,SEPTEMBER,KPLC,8106,,,,,,,,
KIAMUTURI PRI SCH,PUBLIC,MURANGA,-0.614024722,36.84379667,782,267,APRIL,NO,2550,,,,,,,,
MWANIA PRI SCH,PUBLIC,KITUI,-1.42181,37.96521,731,313,MARCH,KPLC,7858,,,,,,,,
MUGAMBONE PRI SCH,PUBLIC,MERU,0.000198611,37.64748416,53,51,JANUARY,KPLC,2322,,,,,,,,
KAPTEBESWET PRI SCH,PUBLIC,KERICHO,-0.35324,35.24167,129,20,SEPTEMBER,NO,4215,,,,,,,,
MGANDINI PRY SCH,PUBLIC,KWALE,-3.932001,39.52247,701,322,FEBRUARY,Solar,2957,,,,,,,,
DIRUMA PRI,PUBLIC,MIGORI,-0.84041,34.28194,445,250,JANUARY,Solar,2230,,,,,,,,
WANGURU PRI SCH,PUBLIC,NYERI,-0.584841,37.060073,739,77,OCTOBER,NO,6879,,,,,,,,
OLOLWA PRI,PUBLIC,NAROK,-0.91602,35.51509,290,240,SEPTEMBER,KPLC,5999,,,,,,,,
KITONGET PRI SCH,PUBLIC,ELEGEYO MARAKWET,0.99254,35.4543,21,21,NOVEMBER,Solar,8128,,,,,,,,
KIPSEBWO PRI,PUBLIC,NANDI,0.140212,35.168984,53,4,JULY,KPLC,716,,,,,,,,
OSIRI PRI,PUBLIC,MIGORI,-0.659252,34.062034,513,144,JUNE,NO,3602,,,,,,,,
CHENGONI PRI,PUBLIC,KILIFI,-3.86512,39.708989,870,344,AUGUST,NO,1522,,,,,,,,
MESWO PRI,PUBLIC,NANDI,0.17206,35.11921,351,35,FEBRUARY,Solar,3426,,,,,,,,
RAGENGNI PRI SCH,PUBLIC,SIAYA,-0.277843,34.360258,3,2,JANUARY,Solar,2132,,,,,,,,
NYAANI PRIMARY,PUBLIC,KITUI,-1.1463,38.303,195,178,MARCH,NO,8977,,,,,,,,
MASOKA PRI SCH,PUBLIC,KITUI,-1.55479,37.8925,512,397,JULY,KPLC,900,,,,,,,,
KAGWURO PRY SCH,PUBLIC,MERU,0.045069,37.878516,587,37,FEBRUARY,KPLC,1980,,,,,,,,
CHIGA PRY,PUBLIC,KISUMU,-0.091345,34.848213,329,257,SEPTEMBER,Solar,5161,,,,,,,,
KAIMUGUL R.C,PUBLIC,BUNGOMA,0.858069,34.613849,646,399,OCTOBER,KPLC,6643,,,,,,,,
NYAMACHAKI PRI SCH,PUBLIC,NYERI,-0.423647,36.959616,112,65,MARCH,Solar,7268,,,,,,,,
MAGOGONI PRI SCH,PUBLIC,KILIFI,-1.059111111,37.27016667,31,26,JUNE,Solar,4659,,,,,,,,
BORORIET PRI SCH,PUBLIC,TRANS NZOIA,0.948569,35.105035,924,168,SEPTEMBER,Solar,1747,,,,,,,,
MISIMO FYM PRI SCH,PUBLIC,BUNGOMA,0.66358,34.82688,112,37,OCTOBER,KPLC,6627,,,,,,,,
KAPTIEN PRI,PUBLIC,NANDI,0.150457,35.193773,527,33,JULY,NO,5383,,,,,,,,
KHASOKO SPECIAL SCH FOR M.H,PUBLIC,BUNGOMA,0.486067,34.402344,622,395,FEBRUARY,KPLC,6770,,,,,,,,
MATHIWA PRIMARY,PUBLIC,SIAYA,0.206371,34.182462,318,310,JULY,KPLC,4841,,,,,,,,
MURUGURU PRI SCH,PUBLIC,NYERI,-0.45942,37.03561,702,342,MAY,Solar,445,,,,,,,,
MUGUMOINI PRI,PUBLIC,NYANDARUA,-0.595516388,36.45639611,389,95,MARCH,KPLC,228,,,,,,,,
MUSLIM PRI,PUBLIC,SAMBURU,3.517954,39.05655,206,76,MAY,Solar,7897,,,,,,,,
KIIMA KIU PRI SCH,PUBLIC,MAKUENI,-1.82329,37.25659,905,96,MARCH,Solar,5859,,,,,,,,
KAJIEI PRI SCH,PUBLIC,HOMA BAY,-0.37337,34.73927,616,388,MARCH,KPLC,5096,,,,,,,,
KOMOLO PRIMARY,PUBLIC,HOMA BAY,-0.772038,34.325468,986,532,SEPTEMBER,Solar,2984,,,,,,,,
KOIMBI PRI SCH,PUBLIC,MURANGA,-0.706144722,36.99539306,908,180,SEPTEMBER,Solar,8066,,,,,,,,
CCM MUTETHIA PRI,PUBLIC,MERU,0.172457,37.634767,111,30,SEPTEMBER,Solar,126,,,,,,,,
NKUTOTO ARUS PRI,PUBLIC,SAMBURU,0.899159,36.686595,298,188,JUNE,Solar,4048,,,,,,,,
DIER AORA PRI SCH,PUBLIC,SIAYA,-0.11432,34.24536,661,188,SEPTEMBER,Solar,5465,,,,,,,,
KAWIRA PRI SCH,PUBLIC,KIAMBU,-0.996212,36.969094,259,128,MARCH,NO,4139,,,,,,,,
MACHEMO PRI SCH,PUBLIC,KAKAMEGA,0.443742,34.903579,972,195,MAY,NO,8937,,,,,,,,
KAALOTWARI PRI SCH,PUBLIC,WEST POKOT,1.2317,35.26662,676,364,OCTOBER,KPLC,526,,,,,,,,
CHEMEGONG PRI SCH,PUBLIC,KERICHO,-0.4248,35.04824,434,54,SEPTEMBER,KPLC,8328,,,,,,,,
SIHILILA R.C PRIMARY,PUBLIC,BUNGOMA,0.610936,34.38734,932,363,JANUARY,NO,9141,,,,,,,,
GANDINI PRI,PUBLIC,KILIFI,-3.783425,39.540611,85,31,OCTOBER,KPLC,1789,,,,,,,,
SOIMET PRIMARY SCHOOL,PUBLIC,BOMET,-0.709664,35.151478,278,24,MAY,Solar,6295,,,,,,,,
MANGANA FYM PRI,PUBLIC,BUNGOMA,0.523742,34.6897,996,598,SEPTEMBER,KPLC,8560,,,,,,,,
KOGEMBO PRI SCH,PUBLIC,HOMA BAY,-0.395,34.63676,504,372,JANUARY,Solar,7768,,,,,,,,
"SINENDET ""B"" PRIMARY",PUBLIC,NAKURU,-0.54605,35.68991,242,178,SEPTEMBER,NO,8873,,,,,,,,
KIRUKIRE  PRI. SCH,PUBLIC,MERU,0.17525,37.76824,446,369,APRIL,KPLC,6238,,,,,,,,
UTUGI PRY SCH,PUBLIC,KIAMBU,-0.8793,36.61552,761,637,OCTOBER,KPLC,1659,,,,,,,,
KAMUYINE PRI SCH,PUBLIC,MERU,0.10825,37.908376,713,521,AUGUST,KPLC,8113,,,,,,,,
TARAKWA PRI SCH,PUBLIC,BOMET,-0.76896,35.25379,597,137,JUNE,KPLC,3323,,,,,,,,
KWA KATILE PRI,PUBLIC,KITUI,-0.47545,38.14391,878,431,JUNE,KPLC,2486,,,,,,,,
KAMASIA PRIMARY SCHOOL,PUBLIC,ELEGEYO MARAKWET,1.06478,35.4596,103,103,FEBRUARY,Solar,19,,,,,,,,
KIAHURIA PRIM.,PUBLIC,NYERI,-0.263207,36.777276,221,54,APRIL,Solar,7785,,,,,,,,
MATHANGAUTA PRI,PUBLIC,KIRINYAGA,-0.643436,37.375684,794,544,JUNE,Solar,8730,,,,,,,,
WAYANI PRI SCH,PUBLIC,KITUI,-1.53662,38.06156,896,457,JANUARY,KPLC,8585,,,,,,,,
KATYETHOKA PRI SCH,PUBLIC,KITUI,-1.33641,38.00708,231,35,OCTOBER,NO,8726,,,,,,,,
MATOBO PRI SCH,PUBLIC,KERICHO,-0.35283,35.26558,874,776,OCTOBER,Solar,2435,,,,,,,,
MUTONGUNI PRIMARY,PUBLIC,KITUI,-1.18204,37.97781,976,811,AUGUST,NO,3760,,,,,,,,
NGOI PRI SCH,PUBLIC,LAMU,-2.38461,40.76264,163,17,SEPTEMBER,Solar,4974,,,,,,,,
KURI KURI PRY SCH,PUBLIC,LAIKIPIA,0.407766,37.184146,72,43,MAY,Solar,5938,,,,,,,,
HINDI PRI SCH,PUBLIC,LAMU,-2.17995,40.8173,914,48,JUNE,Solar,3169,,,,,,,,
SIANY PRI,PUBLIC,MIGORI,-0.38306,34.95166,20,8,APRIL,KPLC,4357,,,,,,,,
KAWETHEI PRI SCH,PUBLIC,MACHAKOS,-0.98082,37.35085,190,51,FEBRUARY,KPLC,4394,,,,,,,,
KENETI PRI SCH,PUBLIC,NAROK,-1.02616,35.44817,543,283,OCTOBER,Solar,7312,,,,,,,,
KAPSERTON PRI,PUBLIC,UASIN GISHU,0.240644,35.321658,524,43,JANUARY,KPLC,3507,,,,,,,,
MICHOGOME SPECILA UNIT,PUBLIC,MERU,0.077481,37.578341,444,151,MAY,Solar,6231,,,,,,,,
CHEPTIGIT PRI SCH,PUBLIC,KERICHO,-0.40242,35.10991,384,276,NOVEMBER,NO,3894,,,,,,,,
NYANDA PRI SCH,PUBLIC,NAKURU,-0.21513,35.709915,560,292,APRIL,Solar,3486,,,,,,,,
KAMUGU PRI. SCH.,PUBLIC,EMBU,-0.62209,37.65578,80,23,FEBRUARY,NO,4286,,,,,,,,
MILALANI SPECIAL UNIT,PUBLIC,KWALE,-4.47103,39.458316,39,37,NOVEMBER,KPLC,3798,,,,,,,,
EBUKUTENGA PRI,PUBLIC,KAKAMEGA,0.12979215,34.51890951,887,472,AUGUST,Solar,232,,,,,,,,
MBOTELA PRI,PUBLIC,MAKUENI,-2.7065,38.01027,800,567,APRIL,Solar,4100,,,,,,,,
NABUYOLE PEFA PRI,PUBLIC,BUNGOMA,0.593845,34.795449,571,1,SEPTEMBER,NO,213,,,,,,,,
MATHAKWA PRIMARY,PUBLIC,NYANDARUA,-0.235099,36.267521,348,90,MAY,Solar,1643,,,,,,,,
DUDI PRI SCH,PUBLIC,HOMA BAY,-0.4957,34.80405,722,453,MARCH,KPLC,2673,,,,,,,,
WAMWANGI  PRI SCH,PUBLIC,KIAMBU,-1.00439,36.92218,926,129,AUGUST,KPLC,1256,,,,,,,,
CHOMO PRI SCH,PUBLIC,MURANGA,-0.899139,36.89376,188,141,SEPTEMBER,Solar,1367,,,,,,,,
ROSABARE PRY SCH,PUBLIC,MIGORI,-1.170926,34.388023,653,497,FEBRUARY,NO,2137,,,,,,,,
KOMBUINI PRI,PUBLIC,KIRINYAGA,-0.60258833,37.28759306,453,288,JULY,KPLC,690,,,,,,,,
AL - KHULAFAU RASHIDIN ISLAMIC CENTRE MADRASSA,PUBLIC,MARSABIT,3.533834,39.061811,314,90,NOVEMBER,NO,4109,,,,,,,,
LARE PRI  SCH,PUBLIC,KIAMBU,-1.02726,36.61559,159,75,SEPTEMBER,NO,1844,,,,,,,,
CHEPKUTBEI PRI SCH,PUBLIC,NAROK,-0.90086,35.54035,167,29,MARCH,Solar,300,,,,,,,,
MOMBASA PRY SCH,PUBLIC,MOMBASA,-4.06984,39.67385,383,144,JUNE,Solar,972,,,,,,,,
KANGOSE PRI SCH,PUBLIC,KITUI,-1.42866,37.9272,299,30,FEBRUARY,KPLC,7558,,,,,,,,
OKENGE PRI,PUBLIC,MIGORI,-0.90964,34.30561,600,318,MARCH,NO,4301,,,,,,,,
KIVUTHINI PRY,PUBLIC,MAKUENI,-2.53449,38.0236,933,400,MARCH,NO,2925,,,,,,,,
BIRINGWENY PRI,PUBLIC,BARINGO,0.61666,35.82934,213,188,NOVEMBER,NO,7923,,,,,,,,
KAINUK MIXED PRI,PUBLIC,TURKANA,1.77846,35.50514,224,136,APRIL,NO,7865,,,,,,,,
RUGONGO PRI SCH,PUBLIC,LAIKIPIA,0.00035,36.26322,578,378,AUGUST,Solar,4775,,,,,,,,
KUJA SPECIAL UNIT,PUBLIC,NYAMIRA,-0.69682,34.900512,994,474,JUNE,KPLC,4615,,,,,,,,
CHEBITET PRIMARY,PUBLIC,KERICHO,-0.47337,35.9536,635,189,MAY,KPLC,1341,,,,,,,,
KAPKATET PRI,PUBLIC,NAROK,-0.83753,35.60242,792,519,MARCH,Solar,4478,,,,,,,,
KADIKA SPECIAL UNIT,PUBLIC,MIGORI,-1.075859,34.480542,634,532,JANUARY,Solar,492,,,,,,,,
MBITA PRY,PUBLIC,KWALE,-4.18424,38.94584,714,482,NOVEMBER,KPLC,6036,,,,,,,,
KAKAUNI PR,PUBLIC,KITUI,-0.23914,38.28319,789,558,SEPTEMBER,KPLC,317,,,,,,,,
NGARIE PRI,PUBLIC,BARINGO,0.047932,35.785012,948,772,SEPTEMBER,NO,8167,,,,,,,,
MARULA PRI,PUBLIC,KAKAMEGA,0.69608,34.9769,824,78,JANUARY,Solar,9278,,,,,,,,
MATIKONI PRI SCH,PUBLIC,KITUI,-2.0314,38.15079,45,41,AUGUST,Solar,113,,,,,,,,
NYALGANDA PRY,PUBLIC,MIGORI,-1.09247,34.32701,741,363,OCTOBER,NO,1239,,,,,,,,
SOLOLO SPECIAL UNIT,PUBLIC,MARSABIT,3.560333,38.6388,46,40,APRIL,Solar,5321,,,,,,,,
KIKELENZU PRIMARY SCHOOL,PUBLIC,MACHAKOS,-1.48772,37.42889,100,50,OCTOBER,Solar,6633,,,,,,,,
MACHAKUSI PRI SCH,PUBLIC,BUSIA,0.60968,34.2382,768,696,APRIL,Solar,1361,,,,,,,,
AGULU PRIMARY,PUBLIC,SIAYA,0.140603,34.257118,107,5,OCTOBER,NO,719,,,,,,,,
YABALLO PRI,PUBLIC,MARSABIT,3.44949,39.176147,582,70,MARCH,NO,7448,,,,,,,,
MALINDI CENTRAL PRI SCH,PUBLIC,KILIFI,-3.21654,40.11163,44,40,OCTOBER,Solar,8116,,,,,,,,
